RB_NO3,RB_NH4,RB_PO4,Al,pH_water,Na,Mn,Mg,K,Fe,Ca,BS,ECEC,Bray_P,meanelev,convex,slope
38.1183575,14.0247295,0.29036638,0.2653886,5.7068852,4.24959e-6,0.02355666,0.48029526,0.16651427,9.70257e-6,1.01413646,0.85066318,2.04815537,4.88894042,152.619375,0.395625,9.4023072388953
41.5616638,6.66012359,0.45320905,0.35696225,5.46659681,0.17937216,0.01690841,0.61213607,0.29896721,2.45198e-6,0.76156934,0.83577685,2.45053933,5.20766601,230.953375,-0.963875,25.500222995152
35.8520744,5.62740963,0.43950094,0.33380735,5.46908081,0.17839607,0.01750196,0.60315672,0.29828633,3.14543e-6,0.75256529,0.83428028,2.49422587,5.33970263,223.81975,-1.589953125,19.107994514413
34.0882532,4.96065588,0.42785804,0.32021539,5.47389255,0.17852993,0.01966044,0.59029575,0.28434412,4.09468e-6,0.94884136,0.84060416,2.66514445,5.42821034,218.033625,-0.8973125,18.335884440274
35.2673722,4.58924868,0.41993776,0.29188343,5.48782867,0.16900473,0.02336803,0.58266991,0.27162342,5.28953e-6,1.3422084,0.8522504,3.05361183,5.53339631,211.164625,-1.1989375,22.357214202821
36.9301542,4.36611587,0.41260943,0.22656556,5.53517095,0.14215016,0.02305731,0.57644099,0.27158295,5.37492e-6,1.62090738,0.86560496,3.12444792,5.63762004,203.049625,-2.23709375,24.470425183253
39.1653223,4.2489777,0.40521546,0.18117185,5.58695159,0.11271148,0.02068216,0.55234101,0.27798664,4.1961e-6,1.47305841,0.88584069,2.7624135,5.74551884,195.420375,-2.279671875,23.036091696944
36.5420511,4.25195743,0.39335853,0.17020507,5.5889715,0.10721107,0.02426118,0.55105761,0.28994824,3.39854e-6,1.37625993,0.88814014,2.74337199,5.90750019,188.357125,-2.057171875,25.149978868543
30.8214233,4.3770273,0.37874342,0.21876951,5.53134254,0.08973345,0.03147983,0.60967036,0.2944465,3.06059e-6,1.56838624,0.88239728,3.13494279,6.09962133,181.812125,-2.694140625,21.663601232801
30.192426,4.57334345,0.36976737,0.248251,5.54452923,0.01833535,0.03296382,0.65205996,0.29643604,3.11238e-6,2.03984896,0.87950726,3.28496216,6.11749956,178.16225,-1.697375,15.241985999177
34.2556731,4.78526992,0.37211808,0.2177947,5.52423853,0.00118426,0.02931458,0.61402298,0.28923131,3.44119e-6,2.00698185,0.88423218,3.00276531,6.06663821,175.024875,-0.932625,20.897165614914
34.2976272,4.92773173,0.39215594,0.22934992,5.48509025,0.00082779,0.02276973,0.53954728,0.26689152,3.98125e-6,1.45702466,0.86513661,2.65160992,6.10503157,169.87925,-2.232265625,21.821231189629
31.2423692,5.01049625,0.43421856,0.30008928,5.37097926,0.00655234,0.01830677,0.46900197,0.24591849,4.64021e-6,0.96936204,0.82941157,2.26693479,6.19788544,165.65575,-2.845390625,19.808891402697
30.4502949,5.09817779,0.50282657,0.30894798,5.33812896,0.01993486,0.01597178,0.44929074,0.24992552,4.22914e-6,0.9234782,0.82146324,2.34720343,6.30591109,164.202625,-1.725796875,18.993885975165
31.748983,5.19921849,0.60344319,0.2430673,5.43079549,0.0224568,0.01811582,0.5033409,0.26944285,2.52331e-6,1.30816405,0.85360097,2.81406301,6.47826718,164.07175,-0.338609375,18.498135199138
32.586916,5.28460545,0.73375,0.16772788,5.4932091,0.01823225,0.01846861,0.55615957,0.27942786,1.0986e-6,2.06026778,0.88806347,3.12099847,6.65527347,162.608375,-1.836109375,20.224251198803
33.2097631,5.37601355,0.89145602,0.10716543,5.61554541,0.00949626,0.01647468,0.55673886,0.27608712,-4.222e-10,2.54426419,0.91677135,3.23716701,6.83630734,163.832125,-0.960625,20.119723186796
33.6896998,5.69522276,1.04617129,0.10136071,5.63247392,0.00523833,0.01606366,0.53513192,0.27158894,-8.9673e-7,2.58409917,0.92979705,3.41502072,6.99843906,165.173625,1.911375,11.862170847899
44.3431326,11.4303546,0.44643112,0.31322914,5.44099897,0.07015784,0.02357359,0.58526092,0.25603658,2.16359e-6,0.99033875,0.83093426,2.29654371,5.25221256,255.407875,0.274125,24.659702445423
44.8943054,10.083635,0.45633327,0.33892073,5.42694654,0.09387826,0.02422437,0.59902892,0.26647703,1.98029e-6,0.9835095,0.82836639,2.2962813,5.25670489,248.991,-0.3995625,20.133557489428
44.3828368,8.21842524,0.45180508,0.38259667,5.35420301,0.09769604,0.02462216,0.62053813,0.28091576,2.00098e-6,0.89843097,0.81578792,2.49922527,5.28759702,243.731875,0.206390625,25.028960241817
40.1579527,6.63301113,0.43773121,0.41367301,5.35147514,0.09470215,0.02406483,0.62103557,0.28657689,2.23155e-6,0.78318047,0.80322182,2.48531419,5.32368071,237.299125,0.13653125,29.715643243167
33.5061432,5.46915046,0.41866266,0.41025178,5.39357491,0.10125217,0.02341604,0.59010572,0.28235286,2.65084e-6,0.66101004,0.79282721,2.27194664,5.31411495,230.165875,-0.2248125,28.895318652638
31.3807392,4.73680308,0.40802492,0.42575132,5.37418353,0.10812189,0.02658275,0.5494455,0.2673092,3.24616e-6,0.64243084,0.77269162,2.28597792,5.3686684,223.6135,-0.01984375,27.347766065745
33.3533803,4.34853926,0.40930316,0.44879208,5.33952882,0.0953604,0.03159612,0.49592242,0.25673798,3.83472e-6,0.76363601,0.76197392,2.48789293,5.47992129,216.956875,-0.05346875,30.047806966811
35.0309048,4.13580573,0.41020874,0.34691666,5.38838709,0.07507706,0.0284257,0.48595445,0.25975708,3.91797e-6,1.06759464,0.79381857,2.68265663,5.60482334,210.217375,-0.02159375,32.670180075738
36.0272778,4.04572612,0.40649495,0.21048415,5.53471223,0.06070064,0.02047975,0.52807167,0.2739076,3.49965e-6,1.68572603,0.85924472,3.16411377,5.77477995,203.607,0.542765625,33.377679097747
36.1253408,4.0988737,0.39412945,0.16588404,5.57133318,0.0482983,0.02011053,0.58337365,0.29142402,3.15719e-6,2.07886488,0.9014806,3.63364589,5.92338885,195.8995,-0.31171875,32.609781434284
34.161665,4.26971135,0.37937432,0.18721381,5.5353421,0.02423612,0.0254412,0.64933603,0.30649455,3.11321e-6,2.30662315,0.89784009,3.55097698,6.0800887,189.584125,-0.746,29.785158975243
34.9640977,4.48119807,0.3629312,0.19180593,5.53474059,0.01030083,0.02990358,0.7076031,0.31392366,0.00000335,2.60838145,0.9058827,3.60193053,6.1838532,186.181375,0.529125,30.243318833664
37.6424771,4.7046151,0.35563518,0.16478289,5.57524303,0.00564838,0.02813659,0.70020703,0.30956714,3.70954e-6,2.51008718,0.92292573,3.76689679,6.28568277,182.675875,0.737703125,27.302450922729
37.4725456,4.88884014,0.37235227,0.17430662,5.57424356,0.00252466,0.02404119,0.61124194,0.2888298,4.01046e-6,1.75331439,0.90840189,3.26241376,6.3375027,178.762875,0.515328125,32.090144471933
35.1861726,5.03066832,0.41949519,0.20476333,5.55350516,0.00064949,0.01777899,0.52359923,0.27482579,3.99869e-6,1.08964083,0.86475911,2.31915036,6.33104666,175.078375,0.280453125,32.631059728582
34.5579582,5.16068898,0.50137252,0.18055521,5.59417594,0.00103974,0.01242892,0.53357713,0.27731925,3.29274e-6,1.1882644,0.86437454,2.42529689,6.40004418,172.748125,0.440609375,27.332525927529
35.2497207,5.28744389,0.61834962,0.0966141,5.73246229,0.00579382,0.01049884,0.5878969,0.29759442,0.00000204,2.12760699,0.90846517,3.63876573,6.4995437,172.23825,1.80865625,25.868262573533
34.0831031,5.46610699,0.76529211,0.05166099,5.77087106,0.00361272,0.01117117,0.60275573,0.30124882,7.83503e-7,3.04932205,0.93558233,3.94758422,6.6736062,170.516125,0.851984375,25.878536346433
32.2904711,5.71284975,0.92931809,0.05515297,5.84379656,0.00043491,0.01260813,0.57904708,0.28211943,-2.8274e-7,3.01298235,0.94043637,3.66266094,6.94732618,169.794,0.54259375,20.526438069688
31.1761691,6.03862359,1.08402419,0.08423859,5.78588991,0.00026613,0.01514568,0.5354814,0.27308753,-1.204e-6,2.45186303,0.93135405,3.48648369,7.09392371,170.10275,0.97775,18.782258095555
48.4416402,12.3077195,0.46270332,0.37531216,5.37902762,0.05265971,0.02952348,0.56766725,0.2625258,2.84025e-6,0.93548205,0.80864071,2.35426051,5.38535641,258.534,-5.255,23.13823722853
47.838127,10.829767,0.47252675,0.38180711,5.36039038,0.03618207,0.0312823,0.5889171,0.26129828,2.4074e-6,0.93957317,0.81468638,2.34544204,5.41998682,253.91625,-1.651453125,16.118808364212
43.6401218,8.33708986,0.45156915,0.38751075,5.29920989,0.01363766,0.0295312,0.62033728,0.2628984,2.20731e-6,0.92686126,0.81917557,2.45735088,5.41701513,250.289,0.292078125,21.786959477489
38.0453726,6.48873135,0.42823638,0.36319079,5.31017543,0.01232179,0.0274718,0.62761176,0.2669017,2.19723e-6,0.92598149,0.81024401,2.45584631,5.4111919,243.710625,-0.03575,22.991887041537
33.2698092,5.25839099,0.40539034,0.35522826,5.35295161,0.02315452,0.0278079,0.58843744,0.26991074,2.34084e-6,0.75842429,0.80063789,2.27461189,5.36273473,236.352875,-0.343921875,22.398066958245
32.0578806,4.54487494,0.39572687,0.41530401,5.32820736,0.02870479,0.03279692,0.53608353,0.26386251,2.60093e-6,0.638269,0.77083507,2.21715677,5.40185725,229.342625,-0.457140625,20.355715439384
34.6363845,4.2145533,0.4017073,0.48384256,5.30397052,0.02063697,0.03780602,0.48932331,0.25268361,2.85784e-6,0.66590647,0.73482909,2.27481884,5.50753154,223.2305,0.014046875,18.078220824193
35.5654143,4.04656598,0.40811791,0.42434425,5.35093668,0.015163,0.03374749,0.492147,0.25046529,2.92981e-6,0.89449138,0.76559002,2.45856366,5.63744042,217.430875,0.81559375,19.061356710579
34.2676925,3.97155409,0.41054807,0.26820504,5.4994791,0.00797512,0.02438777,0.55330857,0.26290683,2.83436e-6,1.48215205,0.84910751,2.8173207,5.83211201,211.051875,1.3326875,20.897167636405
35.0602628,4.05589009,0.39646842,0.15063191,5.55120303,0.00638003,0.02075424,0.62799674,0.28285408,2.84886e-6,2.312243,0.90492836,3.69237165,5.97422515,203.087125,-0.03325,28.077333441298
36.2183102,4.23901633,0.37673663,0.13629296,5.53940758,0.00426621,0.02315328,0.6916279,0.30228361,3.09914e-6,2.74344383,0.90805185,3.66861885,6.12407491,196.77,-0.5738125,17.005298633675
36.7805086,4.44967906,0.34779993,0.15862364,5.52693233,0.00278998,0.02467659,0.74622497,0.30533386,3.61588e-6,2.86702128,0.90740757,3.60152563,6.2448734,192.3715,-0.510421875,15.47750841459
36.2662937,4.66971298,0.32461217,0.18709585,5.52872873,0.00260582,0.02453566,0.74144198,0.29337204,4.18088e-6,2.40667304,0.9016598,3.68969353,6.36975051,188.81725,-0.5751875,9.7402231041703
35.7398351,4.87584319,0.33787273,0.21016779,5.54227078,0.00151626,0.02227263,0.65772558,0.28760037,4.2527e-6,1.52909783,0.89075269,3.22085611,6.4272189,186.306,0.45284375,12.740881503627
34.4230464,5.05930193,0.39684166,0.20406906,5.59196569,0.00034459,0.01832012,0.5785923,0.29040475,3.6487e-6,1.04703525,0.87517105,2.35379849,6.41156582,182.543,0.4180625,14.161567262164
34.1593433,5.23003114,0.49586174,0.12006289,5.66686436,0.00035411,0.01314203,0.58950293,0.30820129,2.65719e-6,1.2487934,0.88916823,2.5150404,6.47626144,178.28575,-0.554875,12.971237679968
34.8293201,5.41326022,0.63245371,0.04302673,5.80193791,0.00114922,0.00973551,0.63107296,0.32165808,1.51816e-6,2.33634168,0.93709868,3.83466409,6.56796971,176.384625,0.45484375,4.4952412778766
33.2262596,5.68477267,0.79796106,0.02290741,5.83500269,0.00048586,0.01089187,0.61808026,0.30281108,4.0932e-7,3.26313169,0.95977417,4.10277674,6.74517781,174.619375,0.322578125,11.862259727774
30.3177295,6.03945978,0.97480139,0.0396207,5.89790488,0.00004603,0.01412715,0.56116312,0.27622191,-5.8183e-7,2.8159521,0.95165024,3.63255433,7.03197736,173.764625,0.36228125,6.7446522556788
29.1208867,6.38756408,1.13290338,0.08790272,5.82549191,3.53465e-5,0.01800993,0.5142766,0.26408082,-1.4865e-6,2.11296474,0.93758176,3.38261594,7.18401907,173.39425,6.52525,8.974792786203
48.5106856,11.691647,0.44518776,0.45817305,5.22988865,0.02274143,0.03080138,0.57308006,0.26878325,3.89652e-6,0.95698471,0.77383046,2.48749984,5.46439543,266.070375,-0.553375,34.512819539951
46.7994505,10.1847413,0.45638576,0.4208995,5.22051606,0.00625576,0.03095642,0.5946029,0.26252699,3.17031e-6,0.943052,0.79240439,2.42642956,5.51330387,263.106875,-0.369625,33.040251184127
40.7599714,7.84532349,0.4407269,0.33516706,5.28731556,0.00037498,0.02641595,0.62160155,0.25344722,2.69529e-6,0.95300628,0.8248272,2.26566507,5.47323401,258.410625,0.4805625,33.132100748168
37.3915888,6.08606411,0.41835175,0.27526248,5.33790911,0.00036646,0.02460734,0.62975403,0.26252146,2.44174e-6,1.04888787,0.84816421,2.33208383,5.45909152,250.809,-0.493625,32.369344400756
35.9361316,4.9530197,0.39726134,0.25107276,5.41154094,0.00327643,0.02708461,0.59612131,0.27336472,2.35605e-6,1.10569103,0.85109355,2.5670306,5.47524352,242.912625,-0.97840625,31.708770602112
36.6586198,4.34961136,0.39028824,0.29930549,5.41409798,0.0046211,0.03215066,0.54138685,0.2703445,2.3592e-6,0.89191621,0.82892968,2.48297747,5.53377883,235.721,-1.136546875,29.760995706825
39.0115069,4.14934893,0.3959842,0.38683553,5.36539443,0.00138681,0.03673064,0.52809311,0.25592043,2.38398e-6,0.65702134,0.7879357,2.16623956,5.6158358,229.444875,-0.65440625,28.650943800303
37.9511106,4.06257614,0.40525967,0.38017753,5.40899884,0.00236019,0.03406632,0.57590435,0.24959773,2.41327e-6,0.88508014,0.79695457,2.40637064,5.72269731,223.0045,-0.3368125,27.425324307525
35.4739076,4.02795272,0.4073101,0.25894616,5.44677634,0.00050004,0.02892556,0.65259718,0.25789628,2.44606e-6,1.56116975,0.86103935,3.00018349,5.90230724,215.40925,-1.279515625,26.247079429459
35.3272169,4.09592434,0.3974681,0.14596125,5.50781709,0.00031906,0.02575582,0.70502066,0.27561405,2.59944e-6,2.36681299,0.90304764,3.49197095,6.05211504,209.097875,-1.2983125,22.636376655789
36.5628514,4.24007324,0.37685888,0.113669,5.60121168,0.00062782,0.02389387,0.75254136,0.28358504,3.00145e-6,2.36066555,0.9172727,3.60070383,6.19308244,203.543375,-1.7176875,30.411739109929
35.2974484,4.43783944,0.33418628,0.15830198,5.53885298,0.00035296,0.02118735,0.71932822,0.2759513,3.79636e-6,2.19891743,0.88958405,3.21036424,6.29013815,198.985625,-2.277953125,31.351974944325
33.0016403,4.65616078,0.28342281,0.25074568,5.39374503,0.00020664,0.01998355,0.65468175,0.25718169,4.94382e-6,1.79528718,0.84420492,2.95221517,6.34016412,196.49775,-1.258,32.677235909457
30.7353023,4.87978477,0.29342807,0.31062169,5.3964754,0.00031565,0.01933601,0.61659254,0.25951931,4.85919e-6,1.20755451,0.83217634,2.67743272,6.39202532,193.3585,-0.833265625,29.973078338909
29.3125246,5.08312783,0.37517305,0.2671858,5.53217135,0.00134475,0.01945779,0.61037277,0.29298664,3.46087e-6,0.92370526,0.8550484,2.38402213,6.42623089,189.091625,-0.756125,30.039435783016
29.3751471,5.27478008,0.49140027,0.14292075,5.62092396,0.00113285,0.0177164,0.63072024,0.32338402,2.19563e-6,1.18172575,0.89434782,2.62095008,6.53354321,183.36825,-2.025328125,29.625493299725
30.782219,5.52329581,0.64693854,0.05338353,5.69990618,0.00018584,0.01609858,0.65909468,0.32763671,1.08906e-6,2.16501145,0.93422934,3.52279678,6.71467146,179.27275,-1.83296875,20.452360179636
30.0374144,5.86917394,0.82940667,0.03411105,5.75158506,3.97744e-5,0.01704165,0.64016179,0.29941791,7.3669e-8,3.01643772,0.95282008,3.76429335,6.9002553,176.389625,-2.04403125,16.857290273654
27.2791662,6.33220212,1.02472991,0.05625199,5.79957485,1.23883e-5,0.02003266,0.54834613,0.26409158,-8.471e-7,2.46951131,0.94784793,3.108707,7.09084372,176.014375,-1.280765625,14.300157521049
27.0434812,6.71435495,1.18671202,0.09656961,5.75796138,1.4055e-5,0.02160046,0.50042673,0.25614015,-1.7232e-6,1.88628613,0.94240698,3.03171089,7.25056058,176.38825,0.44175,18.501964873444
41.7571637,10.1370682,0.39831744,0.39143996,5.25043545,0.00840652,0.02798549,0.58663175,0.28163001,5.51451e-6,1.04628929,0.77367127,2.42936104,5.38519147,278.49075,0.03775,31.038284167743
39.9884399,8.68701231,0.40949094,0.3295169,5.25669207,0.00152711,0.02670257,0.59831469,0.27513298,4.44676e-6,0.99098005,0.79349196,2.34880849,5.43399446,274.366625,1.22834375,28.97223545677
36.4970824,6.95834291,0.40976825,0.28120828,5.33973721,7.26812e-5,0.02329927,0.60606378,0.26564479,3.66375e-6,0.99757444,0.82131897,2.18690388,5.42387033,267.734375,0.841375,29.349976862699
35.8823478,5.51478041,0.39881343,0.24229772,5.36395586,3.36467e-5,0.02250708,0.60009351,0.26268096,3.11776e-6,1.07351793,0.84951638,2.21533694,5.43169937,259.50775,0.1730625,29.344882379374
36.1501908,4.56118396,0.38635815,0.22651603,5.4023799,0.00026784,0.02604112,0.56985951,0.27439209,2.76562e-6,1.18087795,0.85680493,2.46747686,5.47563101,251.503125,0.045515625,28.391963995288
36.9302382,4.09259258,0.38590981,0.25073195,5.4247404,0.00066103,0.02992872,0.54604583,0.26684341,2.54536e-6,1.00911524,0.84323,2.4037926,5.56532815,244.18125,-0.086125,27.209348454001
38.3510883,4.00550347,0.39420986,0.29887496,5.36778218,0.00037445,0.03249241,0.56299229,0.25215242,2.38046e-6,0.80319447,0.81784046,2.12247601,5.67727915,237.8925,0.7115,25.589192184848
37.3465065,4.01567838,0.40422368,0.29294277,5.41657997,0.00071065,0.03112426,0.63782218,0.26012244,2.29252e-6,0.98622629,0.8289394,2.44680799,5.80109505,229.991,-0.29784375,31.082164743026
35.3602452,4.05095586,0.40626771,0.220239,5.47656026,9.5226e-5,0.03062766,0.73244747,0.27596347,2.28016e-6,1.58949547,0.86878076,3.15480968,5.98849616,222.279625,-1.678703125,27.685240063576
34.2354827,4.13054476,0.39672824,0.14644216,5.53523784,4.59353e-5,0.02916304,0.76486415,0.28171266,2.41171e-6,2.17553523,0.89631469,3.44345026,6.13103828,217.56725,-0.945984375,29.15877170497
31.8595625,4.2520234,0.37639249,0.10809912,5.64579556,0.00016238,0.02516836,0.7205959,0.27414919,2.78047e-6,2.06030027,0.90636846,3.38805476,6.23049043,213.461,-1.037046875,29.255786377004
29.7088687,4.4631461,0.3329982,0.15147669,5.55973195,0.00011475,0.02096957,0.63589216,0.24694677,3.52304e-6,1.5629014,0.88561263,2.85182921,6.28292705,210.748125,-0.18396875,30.503856402605
29.0685607,4.74073538,0.28179018,0.26371705,5.38717409,0.00010751,0.02025247,0.566833,0.2299798,4.57969e-6,1.31112644,0.83308323,2.63017381,6.29631667,207.899625,0.556703125,29.130909822185
28.4337627,4.99987264,0.29164005,0.35714169,5.38070462,0.00029836,0.02114915,0.5523721,0.25006654,4.3969e-6,0.96640895,0.81688818,2.49389002,6.34713342,203.559375,0.314140625,27.572603482558
28.3249218,5.17970681,0.37297954,0.30459085,5.52503915,0.00231094,0.02139252,0.59243373,0.2964081,2.96394e-6,0.82220346,0.85153099,2.37960425,6.41194509,198.8195,0.868953125,27.311138092112
28.8762362,5.32591512,0.48917976,0.16598936,5.61891133,0.00147727,0.02201049,0.64422851,0.33840586,1.73228e-6,1.1747538,0.8967254,2.70727216,6.56684229,192.541625,0.3910625,30.419656265235
29.8562707,5.54127436,0.64469537,0.06817643,5.70315898,7.79187e-5,0.02186315,0.70129256,0.33886701,7.10175e-7,2.24040092,0.9362514,3.61411942,6.80477571,186.20975,-0.31903125,23.3849221241
29.0555525,5.89977476,0.826333,0.03484038,5.75614823,7.29903e-6,0.02244027,0.69375838,0.30920182,-2.1831e-7,3.10059149,0.95534112,3.92811408,7.00123011,181.04675,-1.91178125,19.82538864275
26.4411003,6.41001659,1.01955174,0.04729516,5.76617013,3.48818e-6,0.02312558,0.60450632,0.27726039,-1.078e-6,2.65076096,0.95357865,3.41004039,7.16431977,180.157,-1.8523125,15.914540262128
26.1566387,6.83255444,1.1825867,0.07532385,5.73523531,1.04569e-5,0.02260799,0.55256013,0.26736409,-1.9197e-6,2.15783407,0.95009646,3.31505761,7.31906385,182.60125,-1.66975,19.486401548362
35.3856499,9.00047412,0.35688352,0.24682187,5.48223376,0.00704822,0.02354095,0.61572765,0.2966218,7.87166e-6,1.1673681,0.82273688,2.48767048,5.23700293,289.892875,0.571125,30.477110592356
33.8470286,7.57928785,0.3667562,0.21068309,5.50119754,0.00149698,0.02309925,0.59455171,0.29378916,6.4059e-6,1.09548791,0.83498338,2.45049348,5.27755033,284.621125,0.9600625,32.577463664871
33.0540726,6.12047219,0.37502293,0.25030284,5.48650939,0.00010022,0.02194493,0.54936955,0.27982337,5.29056e-6,0.89757041,0.82568053,2.10247354,5.31608372,276.77925,0.119953125,34.149690964977
32.1418948,4.93523528,0.37650201,0.29057765,5.45366434,1.41777e-5,0.02225349,0.51933902,0.27162211,4.39016e-6,0.80440613,0.81338607,1.97758032,5.34636701,267.54275,-0.972953125,32.829118646428
32.0551805,4.14138138,0.37536867,0.30273896,5.36599669,1.58268e-5,0.0250304,0.49914952,0.2715283,3.71256e-6,0.79005682,0.81491718,1.99616018,5.3763837,258.98575,-1.19109375,27.639966141001
31.4000356,3.79820025,0.38449758,0.28206937,5.4175276,0.00011062,0.02731387,0.50867867,0.25073186,3.24292e-6,0.82495056,0.8147685,1.99727943,5.50502104,252.00075,-0.335296875,27.45878809233
32.7188102,3.79040357,0.39650744,0.26142371,5.30023984,0.0006639,0.02809328,0.56648475,0.24402442,2.85401e-6,0.94599474,0.81322582,2.09259904,5.71623418,245.678375,0.93790625,26.489061033016
33.7774568,3.8928854,0.40614987,0.23683609,5.36025303,0.00058458,0.02809418,0.65666123,0.26711321,2.55286e-6,1.2383134,0.83895923,2.51995989,5.89518048,237.42625,-0.49259375,34.031475605596
33.5630324,4.04237291,0.40814245,0.17664701,5.63828439,5.76176e-5,0.02802894,0.76035001,0.30317809,2.36399e-6,1.89800474,0.87423047,3.60105605,6.10674503,231.175375,-1.0961875,25.559755018478
30.8961606,4.14879028,0.39719217,0.15338213,5.62150272,1.41955e-5,0.02955067,0.75049382,0.30153986,2.33087e-6,1.98388431,0.87839078,3.33575681,6.26869196,227.995125,-0.1515625,30.22345849394
25.5602256,4.22877155,0.37265246,0.13899542,5.56950707,2.77289e-5,0.02667758,0.61539288,0.27134222,2.53081e-6,1.52900612,0.87404836,2.51970055,6.1883128,225.14425,-0.177578125,33.386041851717
23.2897825,4.47681854,0.34217083,0.16415224,5.53760193,0.00006891,0.0248852,0.51782674,0.23917798,2.90815e-6,1.16028231,0.87183582,2.2254841,6.17167367,222.90275,0.711375,33.023178943854
25.520373,4.91665548,0.32126614,0.21877918,5.49187702,0.00041433,0.02590188,0.49176408,0.23384643,3.23524e-6,1.1214463,0.84353471,2.51607964,6.19135645,219.022375,0.750125,32.758621560567
29.0338493,5.25496336,0.33425873,0.30363263,5.47703364,0.00079104,0.02662718,0.4971543,0.25930682,2.99387e-6,0.88633065,0.82273639,2.45585709,6.23682068,213.668875,0.47709375,31.612958045196
30.7829155,5.31204024,0.39156578,0.29809935,5.48607099,0.00180323,0.02396028,0.54941273,0.30119671,2.19591e-6,0.87109584,0.83950679,2.39567294,6.35908003,207.603625,0.703703125,27.992342679646
31.6972771,5.35177178,0.49177503,0.17596628,5.57273664,0.00089858,0.02253988,0.66443005,0.3390365,1.2666e-6,1.33506352,0.88817757,2.87808382,6.56870859,200.4125,0.482125,27.889681182448
31.4909753,5.46156288,0.6323007,0.06157717,5.78475307,4.59454e-5,0.02197311,0.77267574,0.34739539,3.91099e-7,2.64929683,0.94062971,4.07754841,6.88560265,192.4265,-0.95271875,25.78756276745
29.6817477,5.79110044,0.79553696,0.01998292,5.85539862,4.17365e-6,0.02189389,0.79525952,0.32992968,-4.4185e-7,3.66356478,0.96744361,4.674617,7.09261304,186.77225,-2.42278125,20.313739214735
27.1505928,6.29423446,0.96710817,0.02801935,5.82632832,5.57152e-6,0.0226499,0.73681375,0.30831628,-1.2459e-6,3.42673805,0.96549372,4.4996048,7.21004548,186.426,-2.233234375,23.020656321346
26.7345549,6.75931696,1.12598579,0.05403422,5.80225529,1.9216e-5,0.02272539,0.67644337,0.29426249,-2.053e-6,2.78322222,0.96104352,4.21981185,7.35799033,190.436,-1.1755,28.042198680085
33.8737659,8.13083943,0.32122808,0.20350417,5.59153263,0.00947903,0.01948377,0.5847799,0.29065166,1.14917e-5,1.07042561,0.83227794,2.29763963,5.13181255,300.435375,1.227125,29.410847497555
32.2372371,6.7027615,0.32952319,0.20906538,5.59539354,0.00327166,0.01943586,0.54643453,0.29354399,9.52045e-6,1.04951281,0.83167504,2.37982844,5.16544353,294.423875,0.784578125,29.006310936404
28.9209767,5.38165279,0.34296255,0.30587246,5.51552562,0.00049176,0.01992343,0.48667942,0.28095341,0.00000794,0.7331077,0.78281418,2.03091748,5.22594847,287.165375,0.802234375,33.217020236083
26.4856627,4.3980682,0.35521536,0.42020461,5.49164908,0.00013923,0.02098628,0.47129999,0.27118401,6.5758e-6,0.57669423,0.75231445,1.87964567,5.28745485,277.9125,-0.13378125,39.067739313406
25.9171154,3.80236637,0.36717792,0.38487773,5.45837619,8.12333e-5,0.02151332,0.46678567,0.26176768,5.50363e-6,0.57150813,0.75977136,1.84217948,5.37348587,268.5375,-0.48471875,35.479407548655
27.3636342,3.57177632,0.38258037,0.29690275,5.44815335,0.00009857,0.02360155,0.49274893,0.24222611,4.60916e-6,0.66110527,0.79789406,1.98297485,5.52472753,260.229125,0.1465,31.226903172872
29.1832647,3.63071035,0.3989879,0.23600533,5.33349427,0.00033114,0.02563341,0.56454082,0.23648181,3.85174e-6,0.96140536,0.83468523,2.2527446,5.75614168,251.68075,-0.29403125,25.538526018652
31.4173227,3.79197933,0.41063109,0.17404152,5.38560324,0.00027141,0.0263981,0.64862831,0.26646111,3.23413e-6,1.59497528,0.85510874,2.70221537,5.94413811,244.522125,-0.6618125,22.694091959173
32.6498526,3.98122801,0.41336203,0.13644229,5.6640222,3.89538e-5,0.02703423,0.73216816,0.30540853,2.76973e-6,2.15186908,0.87852304,3.67919352,6.13983628,240.131,-0.435609375,24.558161368449
30.3641591,4.10992868,0.40384262,0.17351254,5.63695057,1.72248e-5,0.02835393,0.6874731,0.30027251,2.47886e-6,1.59806334,0.86855621,3.20016885,6.26971165,238.260125,0.440171875,26.291437725434
25.1073712,4.21428918,0.38414123,0.2110109,5.57039419,5.75286e-5,0.02649746,0.55265161,0.26683732,2.40259e-6,1.08078188,0.84015726,2.30475607,6.15059173,237.154875,1.3885,28.860256472657
23.0579811,4.49977338,0.36672339,0.22755425,5.55048418,0.00018787,0.02710701,0.45884492,0.24671536,2.42891e-6,0.85698288,0.84471117,2.02860574,6.13355752,234.485375,1.72728125,29.296186162641
25.2944721,5.00563867,0.36190572,0.22200729,5.51230319,0.00053398,0.02889566,0.42371778,0.25369092,2.3882e-6,0.82361318,0.83854685,2.16108818,6.16336743,229.615375,1.45175,28.68614122424
28.9196432,5.41313898,0.37870535,0.30408844,5.48146424,0.00018298,0.02628868,0.43054106,0.26954675,2.09425e-6,0.69823756,0.79824442,1.9520099,6.18714789,223.2985,1.206,28.515507257373
30.6404224,5.29065501,0.42896647,0.30248249,5.45152203,0.00057456,0.02297087,0.53498732,0.29792568,1.57376e-6,0.77453635,0.82875203,2.26172377,6.36727687,215.715875,0.7755,29.597756478693
